region,category,parameter,mode,powertrain,year,unit,value
India,Projection-STEPS,EV sales,Cars,FCEV,2021,Vehicles,1
India,Historical,EV sales,Cars,FCEV,2021,Vehicles,1
New Zealand,Historical,EV sales,Cars,FCEV,2021,Vehicles,1
New Zealand,Historical,EV sales,Buses,PHEV,2021,Vehicles,1
Poland,Historical,EV sales,Vans,PHEV,2021,Vehicles,1
Poland,Historical,EV sales,Buses,PHEV,2021,Vehicles,1
Portugal,Historical,EV sales,Cars,FCEV,2021,Vehicles,1
South Africa,Historical,EV sales,Cars,FCEV,2021,Vehicles,1
China,Historical,EV sales,Cars,BEV,2022,Vehicles,4400000
China,Projection-APS,EV sales,Cars,BEV,2022,Vehicles,4400000
China,Projection-STEPS,EV sales,Cars,BEV,2022,Vehicles,4400000
China,Projection-APS,EV sales,Cars,PHEV,2022,Vehicles,1500000
China,Historical,EV sales,Cars,PHEV,2022,Vehicles,1500000
China,Projection-STEPS,EV sales,Cars,PHEV,2022,Vehicles,1500000
EU27,Historical,EV sales,Cars,BEV,2022,Vehicles,1200000
EU27,Historical,EV sales,Cars,PHEV,2022,Vehicles,900000
USA,Historical,EV sales,Cars,BEV,2022,Vehicles,800000
USA,Projection-STEPS,EV sales,Cars,BEV,2022,Vehicles,800000
USA,Projection-APS,EV sales,Cars,BEV,2022,Vehicles,800000
Germany,Historical,EV sales,Cars,BEV,2022,Vehicles,470000
Germany,Historical,EV sales,Cars,PHEV,2022,Vehicles,360000
United Kingdom,Historical,EV sales,Cars,BEV,2022,Vehicles,270000
France,Historical,EV sales,Cars,BEV,2022,Vehicles,210000
USA,Historical,EV sales,Cars,PHEV,2022,Vehicles,190000
USA,Projection-STEPS,EV sales,Cars,PHEV,2022,Vehicles,190000
USA,Projection-APS,EV sales,Cars,PHEV,2022,Vehicles,190000
China,Historical,EV sales,Vans,BEV,2022,Vehicles,170000
China,Projection-APS,EV sales,Vans,BEV,2022,Vehicles,170000
China,Projection-STEPS,EV sales,Vans,BEV,2022,Vehicles,170000
Norway,Historical,EV sales,Cars,BEV,2022,Vehicles,140000
France,Historical,EV sales,Cars,PHEV,2022,Vehicles,130000
Korea,Historical,EV sales,Cars,BEV,2022,Vehicles,120000
United Kingdom,Historical,EV sales,Cars,PHEV,2022,Vehicles,100000
Sweden,Historical,EV sales,Cars,BEV,2022,Vehicles,96000
Canada,Historical,EV sales,Cars,BEV,2022,Vehicles,91000
Netherlands,Historical,EV sales,Cars,BEV,2022,Vehicles,87000
Sweden,Historical,EV sales,Cars,PHEV,2022,Vehicles,67000
Italy,Historical,EV sales,Cars,PHEV,2022,Vehicles,65000
EU27,Historical,EV sales,Vans,BEV,2022,Vehicles,64000
Belgium,Historical,EV sales,Cars,PHEV,2022,Vehicles,59000
Japan,Historical,EV sales,Cars,BEV,2022,Vehicles,59000
Netherlands,Historical,EV sales,Cars,PHEV,2022,Vehicles,50000
Italy,Historical,EV sales,Cars,BEV,2022,Vehicles,49000
Spain,Historical,EV sales,Cars,PHEV,2022,Vehicles,49000
India,Historical,EV sales,Cars,BEV,2022,Vehicles,48000
India,Projection-STEPS,EV sales,Cars,BEV,2022,Vehicles,48000
India,Projection-APS,EV sales,Cars,BEV,2022,Vehicles,48000
China,Historical,EV sales,Buses,BEV,2022,Vehicles,44000
China,Projection-APS,EV sales,Buses,BEV,2022,Vehicles,44000
China,Projection-STEPS,EV sales,Buses,BEV,2022,Vehicles,44000
Switzerland,Historical,EV sales,Cars,BEV,2022,Vehicles,40000
Belgium,Historical,EV sales,Cars,BEV,2022,Vehicles,38000
Japan,Historical,EV sales,Cars,PHEV,2022,Vehicles,38000
Korea,Historical,EV sales,Vans,BEV,2022,Vehicles,36000
Austria,Historical,EV sales,Cars,BEV,2022,Vehicles,34000
China,Projection-APS,EV sales,Trucks,BEV,2022,Vehicles,34000
China,Historical,EV sales,Trucks,BEV,2022,Vehicles,34000
China,Projection-STEPS,EV sales,Trucks,BEV,2022,Vehicles,34000
Australia,Historical,EV sales,Cars,BEV,2022,Vehicles,33000
Spain,Historical,EV sales,Cars,BEV,2022,Vehicles,33000
Denmark,Historical,EV sales,Cars,BEV,2022,Vehicles,31000
Israel,Historical,EV sales,Cars,BEV,2022,Vehicles,27000
Denmark,Historical,EV sales,Cars,PHEV,2022,Vehicles,26000
Canada,Historical,EV sales,Cars,PHEV,2022,Vehicles,24000
New Zealand,Historical,EV sales,Cars,BEV,2022,Vehicles,19000
Switzerland,Historical,EV sales,Cars,PHEV,2022,Vehicles,19000
Germany,Historical,EV sales,Vans,BEV,2022,Vehicles,18000
Portugal,Historical,EV sales,Cars,BEV,2022,Vehicles,18000
United Kingdom,Historical,EV sales,Vans,BEV,2022,Vehicles,17000
Finland,Historical,EV sales,Cars,PHEV,2022,Vehicles,16000
France,Historical,EV sales,Vans,BEV,2022,Vehicles,16000
Ireland,Historical,EV sales,Cars,BEV,2022,Vehicles,16000
Israel,Historical,EV sales,Cars,PHEV,2022,Vehicles,16000
Norway,Historical,EV sales,Cars,PHEV,2022,Vehicles,16000
Portugal,Historical,EV sales,Cars,PHEV,2022,Vehicles,16000
Finland,Historical,EV sales,Cars,BEV,2022,Vehicles,15000
United Arab Emirates,Historical,EV sales,Cars,BEV,2022,Vehicles,15000
Poland,Historical,EV sales,Cars,BEV,2022,Vehicles,14000
Austria,Historical,EV sales,Cars,PHEV,2022,Vehicles,13000
Romania,Historical,EV sales,Cars,BEV,2022,Vehicles,12000
Korea,Historical,EV sales,Cars,PHEV,2022,Vehicles,11000
Poland,Historical,EV sales,Cars,PHEV,2022,Vehicles,11000
Brazil,Historical,EV sales,Cars,PHEV,2022,Vehicles,10000
Korea,Historical,EV sales,Cars,FCEV,2022,Vehicles,10000
New Zealand,Historical,EV sales,Cars,PHEV,2022,Vehicles,9200
Brazil,Historical,EV sales,Cars,BEV,2022,Vehicles,8500
Ireland,Historical,EV sales,Cars,PHEV,2022,Vehicles,7700
Canada,Historical,EV sales,Vans,BEV,2022,Vehicles,7000
Norway,Historical,EV sales,Vans,BEV,2022,Vehicles,7000
Turkiye,Historical,EV sales,Cars,BEV,2022,Vehicles,7000
Iceland,Historical,EV sales,Cars,BEV,2022,Vehicles,6900
Luxembourg,Historical,EV sales,Cars,BEV,2022,Vehicles,6400
Australia,Historical,EV sales,Cars,PHEV,2022,Vehicles,5900
Greece,Historical,EV sales,Cars,PHEV,2022,Vehicles,5500
Iceland,Historical,EV sales,Cars,PHEV,2022,Vehicles,5100
Netherlands,Historical,EV sales,Vans,BEV,2022,Vehicles,5000
Sweden,Historical,EV sales,Vans,BEV,2022,Vehicles,5000
Hungary,Historical,EV sales,Cars,PHEV,2022,Vehicles,4900
Hungary,Historical,EV sales,Cars,BEV,2022,Vehicles,4700
Mexico,Historical,EV sales,Cars,BEV,2022,Vehicles,4400
Italy,Historical,EV sales,Vans,BEV,2022,Vehicles,4100
Mexico,Historical,EV sales,Cars,PHEV,2022,Vehicles,4000
Czech Republic,Historical,EV sales,Cars,BEV,2022,Vehicles,3900
United Arab Emirates,Historical,EV sales,Cars,PHEV,2022,Vehicles,3900
Luxembourg,Historical,EV sales,Cars,PHEV,2022,Vehicles,3800
Czech Republic,Historical,EV sales,Cars,PHEV,2022,Vehicles,3600
EU27,Historical,EV sales,Buses,BEV,2022,Vehicles,3600
Spain,Historical,EV sales,Vans,BEV,2022,Vehicles,3500
Canada,Historical,EV sales,Vans,PHEV,2022,Vehicles,3100
Greece,Historical,EV sales,Cars,BEV,2022,Vehicles,2800
China,Projection-APS,EV sales,Trucks,FCEV,2022,Vehicles,2700
China,Historical,EV sales,Trucks,FCEV,2022,Vehicles,2700
China,Projection-STEPS,EV sales,Trucks,FCEV,2022,Vehicles,2700
USA,Historical,EV sales,Cars,FCEV,2022,Vehicles,2700
USA,Projection-STEPS,EV sales,Cars,FCEV,2022,Vehicles,2700
USA,Projection-APS,EV sales,Cars,FCEV,2022,Vehicles,2700
EU27,Historical,EV sales,Vans,PHEV,2022,Vehicles,2600
EU27,Historical,EV sales,Trucks,BEV,2022,Vehicles,2500
Colombia,Historical,EV sales,Cars,PHEV,2022,Vehicles,2400
Switzerland,Historical,EV sales,Vans,BEV,2022,Vehicles,2400
USA,Historical,EV sales,Buses,BEV,2022,Vehicles,2400
USA,Projection-STEPS,EV sales,Buses,BEV,2022,Vehicles,2400
USA,Projection-APS,EV sales,Buses,BEV,2022,Vehicles,2400
Slovenia,Historical,EV sales,Cars,BEV,2022,Vehicles,2300
India,Historical,EV sales,Buses,BEV,2022,Vehicles,2000
India,Projection-APS,EV sales,Buses,BEV,2022,Vehicles,2000
India,Projection-STEPS,EV sales,Buses,BEV,2022,Vehicles,2000
Colombia,Historical,EV sales,Cars,BEV,2022,Vehicles,1900
Denmark,Historical,EV sales,Vans,BEV,2022,Vehicles,1900
Belgium,Historical,EV sales,Vans,BEV,2022,Vehicles,1800
Costa Rica,Historical,EV sales,Cars,BEV,2022,Vehicles,1600
Japan,Historical,EV sales,Vans,BEV,2022,Vehicles,1600
Slovakia,Historical,EV sales,Cars,PHEV,2022,Vehicles,1600
China,Historical,EV sales,Vans,PHEV,2022,Vehicles,1500
China,Projection-APS,EV sales,Vans,PHEV,2022,Vehicles,1500
China,Projection-STEPS,EV sales,Vans,PHEV,2022,Vehicles,1500
Croatia,Historical,EV sales,Cars,BEV,2022,Vehicles,1400
Lithuania,Historical,EV sales,Cars,BEV,2022,Vehicles,1400
Slovakia,Historical,EV sales,Cars,BEV,2022,Vehicles,1400
China,Historical,EV sales,Buses,FCEV,2022,Vehicles,1300
China,Projection-APS,EV sales,Buses,FCEV,2022,Vehicles,1300
China,Projection-STEPS,EV sales,Buses,FCEV,2022,Vehicles,1300
EU27,Historical,EV sales,Cars,FCEV,2022,Vehicles,1200
China,Historical,EV sales,Buses,PHEV,2022,Vehicles,1100
China,Projection-APS,EV sales,Buses,PHEV,2022,Vehicles,1100
China,Projection-STEPS,EV sales,Buses,PHEV,2022,Vehicles,1100
Germany,Historical,EV sales,Trucks,BEV,2022,Vehicles,1100
Latvia,Historical,EV sales,Cars,BEV,2022,Vehicles,1100
Poland,Historical,EV sales,Vans,BEV,2022,Vehicles,1100
Bulgaria,Historical,EV sales,Cars,BEV,2022,Vehicles,1000
Portugal,Historical,EV sales,Vans,BEV,2022,Vehicles,1000
Japan,Historical,EV sales,Cars,FCEV,2022,Vehicles,990
Chile,Historical,EV sales,Cars,BEV,2022,Vehicles,880
Croatia,Historical,EV sales,Cars,PHEV,2022,Vehicles,840
Germany,Historical,EV sales,Cars,FCEV,2022,Vehicles,840
Canada,Historical,EV sales,Trucks,BEV,2022,Vehicles,830
China,Historical,EV sales,Vans,FCEV,2022,Vehicles,810
China,Projection-APS,EV sales,Vans,FCEV,2022,Vehicles,810
China,Projection-STEPS,EV sales,Vans,FCEV,2022,Vehicles,810
France,Historical,EV sales,Buses,BEV,2022,Vehicles,800
Germany,Historical,EV sales,Vans,PHEV,2022,Vehicles,770
Estonia,Historical,EV sales,Cars,BEV,2022,Vehicles,730
Brazil,Historical,EV sales,Trucks,BEV,2022,Vehicles,710
Finland,Historical,EV sales,Vans,BEV,2022,Vehicles,680
Lithuania,Historical,EV sales,Cars,PHEV,2022,Vehicles,670
Korea,Historical,EV sales,Buses,BEV,2022,Vehicles,640
Germany,Historical,EV sales,Buses,BEV,2022,Vehicles,630
Chile,Historical,EV sales,Cars,PHEV,2022,Vehicles,620
Brazil,Historical,EV sales,Buses,BEV,2022,Vehicles,610
Italy,Historical,EV sales,Vans,PHEV,2022,Vehicles,610
Slovenia,Historical,EV sales,Cars,PHEV,2022,Vehicles,590
Turkiye,Historical,EV sales,Cars,PHEV,2022,Vehicles,540
Norway,Historical,EV sales,Trucks,BEV,2022,Vehicles,530
Brazil,Historical,EV sales,Vans,BEV,2022,Vehicles,520
France,Historical,EV sales,Vans,PHEV,2022,Vehicles,520
India,Historical,EV sales,Vans,BEV,2022,Vehicles,510
India,Projection-APS,EV sales,Vans,BEV,2022,Vehicles,510
India,Projection-STEPS,EV sales,Vans,BEV,2022,Vehicles,510
United Kingdom,Historical,EV sales,Trucks,BEV,2022,Vehicles,510
South Africa,Historical,EV sales,Cars,BEV,2022,Vehicles,500
Israel,Historical,EV sales,Buses,BEV,2022,Vehicles,480
United Kingdom,Historical,EV sales,Buses,BEV,2022,Vehicles,440
Estonia,Historical,EV sales,Cars,PHEV,2022,Vehicles,430
New Zealand,Historical,EV sales,Vans,BEV,2022,Vehicles,420
United Kingdom,Historical,EV sales,Vans,PHEV,2022,Vehicles,410
Cyprus,Historical,EV sales,Cars,BEV,2022,Vehicles,400
Denmark,Historical,EV sales,Buses,BEV,2022,Vehicles,400
France,Historical,EV sales,Trucks,BEV,2022,Vehicles,380
Denmark,Historical,EV sales,Vans,PHEV,2022,Vehicles,370
Sweden,Historical,EV sales,Trucks,BEV,2022,Vehicles,340
Norway,Historical,EV sales,Buses,BEV,2022,Vehicles,310
Latvia,Historical,EV sales,Cars,PHEV,2022,Vehicles,300
Finland,Historical,EV sales,Buses,BEV,2022,Vehicles,280
China,Projection-APS,EV sales,Trucks,PHEV,2022,Vehicles,260
China,Historical,EV sales,Trucks,PHEV,2022,Vehicles,260
China,Projection-STEPS,EV sales,Trucks,PHEV,2022,Vehicles,260
Spain,Historical,EV sales,Buses,BEV,2022,Vehicles,250
China,Historical,EV sales,Cars,FCEV,2022,Vehicles,240
China,Projection-APS,EV sales,Cars,FCEV,2022,Vehicles,240
China,Projection-STEPS,EV sales,Cars,FCEV,2022,Vehicles,240
Cyprus,Historical,EV sales,Cars,PHEV,2022,Vehicles,230
Norway,Historical,EV sales,Vans,PHEV,2022,Vehicles,220
Spain,Historical,EV sales,Trucks,BEV,2022,Vehicles,210
Sweden,Historical,EV sales,Buses,BEV,2022,Vehicles,210
France,Historical,EV sales,Cars,FCEV,2022,Vehicles,200
Canada,Historical,EV sales,Buses,BEV,2022,Vehicles,190
Poland,Historical,EV sales,Buses,BEV,2022,Vehicles,180
Switzerland,Historical,EV sales,Trucks,BEV,2022,Vehicles,180
Korea,Historical,EV sales,Buses,FCEV,2022,Vehicles,150
Bulgaria,Historical,EV sales,Cars,PHEV,2022,Vehicles,140
USA,Projection-STEPS,EV sales,Buses,FCEV,2022,Vehicles,140
USA,Projection-APS,EV sales,Buses,FCEV,2022,Vehicles,140
USA,Historical,EV sales,Buses,FCEV,2022,Vehicles,140
Italy,Historical,EV sales,Buses,BEV,2022,Vehicles,120
Netherlands,Historical,EV sales,Trucks,BEV,2022,Vehicles,120
South Africa,Historical,EV sales,Cars,PHEV,2022,Vehicles,120
New Zealand,Historical,EV sales,Buses,BEV,2022,Vehicles,110
Switzerland,Historical,EV sales,Buses,BEV,2022,Vehicles,110
Denmark,Historical,EV sales,Trucks,BEV,2022,Vehicles,100
Netherlands,Historical,EV sales,Buses,BEV,2022,Vehicles,99
Belgium,Historical,EV sales,Vans,PHEV,2022,Vehicles,98
Spain,Historical,EV sales,Vans,PHEV,2022,Vehicles,94
Israel,Historical,EV sales,Vans,BEV,2022,Vehicles,87
Netherlands,Historical,EV sales,Cars,FCEV,2022,Vehicles,87
Portugal,Historical,EV sales,Buses,BEV,2022,Vehicles,76
EU27,Historical,EV sales,Buses,PHEV,2022,Vehicles,72
Switzerland,Historical,EV sales,Cars,FCEV,2022,Vehicles,72
United Kingdom,Historical,EV sales,Buses,FCEV,2022,Vehicles,65
EU27,Historical,EV sales,Buses,FCEV,2022,Vehicles,54
New Zealand,Historical,EV sales,Vans,PHEV,2022,Vehicles,50
India,Historical,EV sales,Buses,FCEV,2022,Vehicles,49
India,Projection-APS,EV sales,Buses,FCEV,2022,Vehicles,49
India,Projection-STEPS,EV sales,Buses,FCEV,2022,Vehicles,49
Poland,Historical,EV sales,Cars,FCEV,2022,Vehicles,46
Belgium,Historical,EV sales,Buses,BEV,2022,Vehicles,42
Seychelles,Historical,EV sales,Cars,BEV,2022,Vehicles,37
Netherlands,Historical,EV sales,Vans,PHEV,2022,Vehicles,35
Belgium,Historical,EV sales,Trucks,BEV,2022,Vehicles,31
Finland,Historical,EV sales,Vans,PHEV,2022,Vehicles,27
Norway,Historical,EV sales,Cars,FCEV,2022,Vehicles,27
Belgium,Historical,EV sales,Buses,PHEV,2022,Vehicles,25
EU27,Historical,EV sales,Trucks,PHEV,2022,Vehicles,24
India,Historical,EV sales,Cars,PHEV,2022,Vehicles,23
India,Projection-STEPS,EV sales,Cars,PHEV,2022,Vehicles,23
India,Projection-APS,EV sales,Cars,PHEV,2022,Vehicles,23
Germany,Historical,EV sales,Buses,FCEV,2022,Vehicles,21
Belgium,Historical,EV sales,Cars,FCEV,2022,Vehicles,20
Japan,Historical,EV sales,Buses,BEV,2022,Vehicles,20
Canada,Historical,EV sales,Cars,FCEV,2022,Vehicles,19
Finland,Historical,EV sales,Trucks,BEV,2022,Vehicles,19
Canada,Historical,EV sales,Trucks,FCEV,2022,Vehicles,18
Israel,Historical,EV sales,Vans,PHEV,2022,Vehicles,18
Netherlands,Historical,EV sales,Trucks,PHEV,2022,Vehicles,17
Australia,Historical,EV sales,Cars,FCEV,2022,Vehicles,15
Germany,Historical,EV sales,Buses,PHEV,2022,Vehicles,15
Austria,Historical,EV sales,Cars,FCEV,2022,Vehicles,14
EU27,Historical,EV sales,Trucks,FCEV,2022,Vehicles,14
Netherlands,Historical,EV sales,Trucks,FCEV,2022,Vehicles,14
Netherlands,Historical,EV sales,Buses,FCEV,2022,Vehicles,14
Italy,Historical,EV sales,Cars,FCEV,2022,Vehicles,11
Japan,Historical,EV sales,Trucks,BEV,2022,Vehicles,10
New Zealand,Historical,EV sales,Cars,FCEV,2022,Vehicles,10
Sweden,Historical,EV sales,Trucks,PHEV,2022,Vehicles,7
United Kingdom,Historical,EV sales,Cars,FCEV,2022,Vehicles,7
Denmark,Historical,EV sales,Cars,FCEV,2022,Vehicles,6
Spain,Historical,EV sales,Buses,FCEV,2022,Vehicles,6
Spain,Historical,EV sales,Cars,FCEV,2022,Vehicles,4
Switzerland,Historical,EV sales,Vans,PHEV,2022,Vehicles,4
Brazil,Historical,EV sales,Buses,FCEV,2022,Vehicles,2
Brazil,Historical,EV sales,Cars,FCEV,2022,Vehicles,2
France,Historical,EV sales,Buses,PHEV,2022,Vehicles,2
India,Historical,EV sales,Cars,FCEV,2022,Vehicles,2
India,Projection-STEPS,EV sales,Cars,FCEV,2022,Vehicles,2
India,Projection-APS,EV sales,Cars,FCEV,2022,Vehicles,2
Portugal,Historical,EV sales,Vans,PHEV,2022,Vehicles,2
South Africa,Historical,EV sales,Cars,FCEV,2022,Vehicles,2
Sweden,Historical,EV sales,Cars,FCEV,2022,Vehicles,2
Chile,Historical,EV sales,Cars,FCEV,2022,Vehicles,1
Poland,Historical,EV sales,Buses,PHEV,2022,Vehicles,1
Poland,Historical,EV sales,Vans,PHEV,2022,Vehicles,1
Spain,Historical,EV sales,Buses,PHEV,2022,Vehicles,1
Switzerland,Historical,EV sales,Buses,PHEV,2022,Vehicles,1
China,Projection-STEPS,EV sales,Cars,BEV,2023,Vehicles,5400000
China,Projection-APS,EV sales,Cars,BEV,2023,Vehicles,5400000
China,Historical,EV sales,Cars,BEV,2023,Vehicles,5400000
China,Projection-STEPS,EV sales,Cars,PHEV,2023,Vehicles,2700000
China,Historical,EV sales,Cars,PHEV,2023,Vehicles,2700000
China,Projection-APS,EV sales,Cars,PHEV,2023,Vehicles,2700000
EU27,Historical,EV sales,Cars,BEV,2023,Vehicles,1600000
USA,Projection-APS,EV sales,Cars,BEV,2023,Vehicles,1100000
USA,Projection-STEPS,EV sales,Cars,BEV,2023,Vehicles,1100000
USA,Historical,EV sales,Cars,BEV,2023,Vehicles,1100000
EU27,Historical,EV sales,Cars,PHEV,2023,Vehicles,850000
Germany,Historical,EV sales,Cars,BEV,2023,Vehicles,520000
France,Historical,EV sales,Cars,BEV,2023,Vehicles,310000
United Kingdom,Historical,EV sales,Cars,BEV,2023,Vehicles,310000
USA,Projection-APS,EV sales,Cars,PHEV,2023,Vehicles,290000
USA,Projection-STEPS,EV sales,Cars,PHEV,2023,Vehicles,290000
USA,Historical,EV sales,Cars,PHEV,2023,Vehicles,290000
China,Projection-STEPS,EV sales,Vans,BEV,2023,Vehicles,240000
China,Projection-APS,EV sales,Vans,BEV,2023,Vehicles,240000
China,Historical,EV sales,Vans,BEV,2023,Vehicles,240000
Germany,Historical,EV sales,Cars,PHEV,2023,Vehicles,180000
France,Historical,EV sales,Cars,PHEV,2023,Vehicles,160000
United Kingdom,Historical,EV sales,Cars,PHEV,2023,Vehicles,140000
Canada,Historical,EV sales,Cars,BEV,2023,Vehicles,130000
Netherlands,Historical,EV sales,Cars,BEV,2023,Vehicles,130000
Korea,Historical,EV sales,Cars,BEV,2023,Vehicles,120000
EU27,Historical,EV sales,Vans,BEV,2023,Vehicles,110000
Sweden,Historical,EV sales,Cars,BEV,2023,Vehicles,110000
Belgium,Historical,EV sales,Cars,PHEV,2023,Vehicles,100000
Norway,Historical,EV sales,Cars,BEV,2023,Vehicles,100000
Belgium,Historical,EV sales,Cars,BEV,2023,Vehicles,93000
Japan,Historical,EV sales,Cars,BEV,2023,Vehicles,88000
Australia,Historical,EV sales,Cars,BEV,2023,Vehicles,87000
India,Projection-APS,EV sales,Cars,BEV,2023,Vehicles,82000
India,Projection-STEPS,EV sales,Cars,BEV,2023,Vehicles,82000
India,Historical,EV sales,Cars,BEV,2023,Vehicles,82000
Netherlands,Historical,EV sales,Cars,PHEV,2023,Vehicles,80000
Italy,Historical,EV sales,Cars,PHEV,2023,Vehicles,70000
Italy,Historical,EV sales,Cars,BEV,2023,Vehicles,66000
Turkiye,Historical,EV sales,Cars,BEV,2023,Vehicles,66000
Spain,Historical,EV sales,Cars,PHEV,2023,Vehicles,65000
Denmark,Historical,EV sales,Cars,BEV,2023,Vehicles,63000
Sweden,Historical,EV sales,Cars,PHEV,2023,Vehicles,61000
Spain,Historical,EV sales,Cars,BEV,2023,Vehicles,57000
Switzerland,Historical,EV sales,Cars,BEV,2023,Vehicles,53000
Japan,Historical,EV sales,Cars,PHEV,2023,Vehicles,52000
Israel,Historical,EV sales,Cars,BEV,2023,Vehicles,49000
Austria,Historical,EV sales,Cars,BEV,2023,Vehicles,48000
Canada,Historical,EV sales,Cars,PHEV,2023,Vehicles,41000
Korea,Historical,EV sales,Vans,BEV,2023,Vehicles,41000
China,Projection-STEPS,EV sales,Trucks,BEV,2023,Vehicles,38000
China,Historical,EV sales,Trucks,BEV,2023,Vehicles,38000
China,Projection-APS,EV sales,Trucks,BEV,2023,Vehicles,38000
Portugal,Historical,EV sales,Cars,BEV,2023,Vehicles,36000
Brazil,Historical,EV sales,Cars,PHEV,2023,Vehicles,33000
Finland,Historical,EV sales,Cars,BEV,2023,Vehicles,30000
France,Historical,EV sales,Vans,BEV,2023,Vehicles,30000
China,Projection-STEPS,EV sales,Buses,BEV,2023,Vehicles,29000
China,Projection-APS,EV sales,Buses,BEV,2023,Vehicles,29000
China,Historical,EV sales,Buses,BEV,2023,Vehicles,29000
Portugal,Historical,EV sales,Cars,PHEV,2023,Vehicles,27000
New Zealand,Historical,EV sales,Cars,BEV,2023,Vehicles,26000
Germany,Historical,EV sales,Vans,BEV,2023,Vehicles,25000
Ireland,Historical,EV sales,Cars,BEV,2023,Vehicles,23000
Switzerland,Historical,EV sales,Cars,PHEV,2023,Vehicles,23000
United Arab Emirates,Historical,EV sales,Cars,BEV,2023,Vehicles,23000
United Kingdom,Historical,EV sales,Vans,BEV,2023,Vehicles,22000
Brazil,Historical,EV sales,Cars,BEV,2023,Vehicles,19000
Finland,Historical,EV sales,Cars,PHEV,2023,Vehicles,18000
Austria,Historical,EV sales,Cars,PHEV,2023,Vehicles,17000
Denmark,Historical,EV sales,Cars,PHEV,2023,Vehicles,17000
Poland,Historical,EV sales,Cars,BEV,2023,Vehicles,17000
Israel,Historical,EV sales,Cars,PHEV,2023,Vehicles,16000
Romania,Historical,EV sales,Cars,BEV,2023,Vehicles,15000
Mexico,Historical,EV sales,Cars,BEV,2023,Vehicles,13000
Poland,Historical,EV sales,Cars,PHEV,2023,Vehicles,13000
Korea,Historical,EV sales,Cars,PHEV,2023,Vehicles,12000
New Zealand,Historical,EV sales,Cars,PHEV,2023,Vehicles,12000
Australia,Historical,EV sales,Cars,PHEV,2023,Vehicles,11000
Luxembourg,Historical,EV sales,Cars,BEV,2023,Vehicles,11000
Greece,Historical,EV sales,Cars,PHEV,2023,Vehicles,10000
Iceland,Historical,EV sales,Cars,BEV,2023,Vehicles,10000
Ireland,Historical,EV sales,Cars,PHEV,2023,Vehicles,10000
Netherlands,Historical,EV sales,Vans,BEV,2023,Vehicles,10000
Norway,Historical,EV sales,Cars,PHEV,2023,Vehicles,10000
Spain,Historical,EV sales,Vans,BEV,2023,Vehicles,10000
Canada,Historical,EV sales,Vans,BEV,2023,Vehicles,9100
Norway,Historical,EV sales,Vans,BEV,2023,Vehicles,8800
Sweden,Historical,EV sales,Vans,BEV,2023,Vehicles,8700
EU27,Historical,EV sales,Trucks,BEV,2023,Vehicles,8200
Italy,Historical,EV sales,Vans,BEV,2023,Vehicles,7200
Greece,Historical,EV sales,Cars,BEV,2023,Vehicles,7000
Czech Republic,Historical,EV sales,Cars,BEV,2023,Vehicles,6700
United Arab Emirates,Historical,EV sales,Cars,PHEV,2023,Vehicles,5900
Hungary,Historical,EV sales,Cars,BEV,2023,Vehicles,5800
Hungary,Historical,EV sales,Cars,PHEV,2023,Vehicles,5500
Czech Republic,Historical,EV sales,Cars,PHEV,2023,Vehicles,5300
EU27,Historical,EV sales,Buses,BEV,2023,Vehicles,5200
Costa Rica,Historical,EV sales,Cars,BEV,2023,Vehicles,4900
Luxembourg,Historical,EV sales,Cars,PHEV,2023,Vehicles,4800
Korea,Historical,EV sales,Cars,FCEV,2023,Vehicles,4300
Slovenia,Historical,EV sales,Cars,BEV,2023,Vehicles,4300
Canada,Historical,EV sales,Vans,PHEV,2023,Vehicles,4100
Switzerland,Historical,EV sales,Vans,BEV,2023,Vehicles,3900
Colombia,Historical,EV sales,Cars,BEV,2023,Vehicles,3600
China,Projection-STEPS,EV sales,Trucks,FCEV,2023,Vehicles,3400
China,Historical,EV sales,Trucks,FCEV,2023,Vehicles,3400
China,Projection-APS,EV sales,Trucks,FCEV,2023,Vehicles,3400
France,Historical,EV sales,Trucks,BEV,2023,Vehicles,3200
Belgium,Historical,EV sales,Vans,BEV,2023,Vehicles,3100
Slovakia,Historical,EV sales,Cars,PHEV,2023,Vehicles,3000
USA,Projection-APS,EV sales,Cars,FCEV,2023,Vehicles,3000
USA,Projection-STEPS,EV sales,Cars,FCEV,2023,Vehicles,3000
USA,Historical,EV sales,Cars,FCEV,2023,Vehicles,3000
Denmark,Historical,EV sales,Vans,BEV,2023,Vehicles,2900
Japan,Historical,EV sales,Vans,BEV,2023,Vehicles,2800
Turkiye,Historical,EV sales,Cars,PHEV,2023,Vehicles,2700
Colombia,Historical,EV sales,Cars,PHEV,2023,Vehicles,2500
Korea,Historical,EV sales,Buses,BEV,2023,Vehicles,2500
Portugal,Historical,EV sales,Vans,BEV,2023,Vehicles,2500
Iceland,Historical,EV sales,Cars,PHEV,2023,Vehicles,2400
Poland,Historical,EV sales,Vans,BEV,2023,Vehicles,2400
India,Projection-STEPS,EV sales,Buses,BEV,2023,Vehicles,2300
India,Projection-APS,EV sales,Buses,BEV,2023,Vehicles,2300
India,Historical,EV sales,Buses,BEV,2023,Vehicles,2300
Slovakia,Historical,EV sales,Cars,BEV,2023,Vehicles,2300
EU27,Historical,EV sales,Vans,PHEV,2023,Vehicles,2200
